Ready Processes,Processes in CPU,Blocked processes,Completed processes,Accounted For, Number of CPUs,Exiting at simulation time,TurnaroundTime
9952, 4, 35, 9,10000, 4, 10000,500,9,10000,33216
9957, 4, 34, 5,10000, 4, 10000,500,5,10000,19774
9956, 4, 35, 5,10000, 4, 10000,500,5,10000,16153
9956, 4, 35, 5,10000, 4, 10000,500,5,10000,26350
9956, 4, 34, 6,10000, 4, 10000,500,6,10000,36814
9957, 4, 31, 8,10000, 4, 10000,500,8,10000,49583
9952, 4, 35, 9,10000, 4, 10000,500,9,10000,50638
9956, 4, 35, 5,10000, 4, 10000,500,5,10000,20081
9961, 4, 34, 1,10000, 4, 10000,500,1,10000,2088
9961, 4, 32, 3,10000, 4, 10000,500,3,10000,15126
397, 4, 34, 39,474, 4, 10000,500,39,10000,48202
379, 4, 33, 35,451, 4, 10000,500,35,10000,44451
382, 4, 34, 34,454, 4, 10000,500,34,10000,34209
429, 4, 33, 42,508, 4, 10000,500,42,10000,56691
419, 4, 34, 44,501, 4, 10000,500,44,10000,51217
403, 4, 33, 28,468, 4, 10000,500,28,10000,35246
390, 4, 33, 42,469, 4, 10000,500,42,10000,50560
429, 4, 33, 32,498, 4, 10000,500,32,10000,49677
373, 4, 31, 28,436, 4, 10000,500,28,10000,32189
403, 4, 33, 38,478, 4, 10000,500,38,10000,50433
178, 4, 36, 23,241, 4, 10000,500,23,10000,18067
200, 4, 32, 20,256, 4, 10000,500,20,10000,15435
194, 4, 35, 18,251, 4, 10000,500,18,10000,12695
210, 4, 33, 18,265, 4, 10000,500,18,10000,15658
186, 4, 35, 29,254, 4, 10000,500,29,10000,18830
175, 4, 35, 21,235, 4, 10000,500,21,10000,20806
161, 4, 35, 26,226, 4, 10000,500,26,10000,22006
178, 4, 36, 13,231, 4, 10000,500,13,10000,9390
200, 4, 36, 18,258, 4, 10000,500,18,10000,15194
206, 4, 37, 17,264, 4, 10000,500,17,10000,14080
120, 4, 33, 15,172, 4, 10000,500,15,10000,10277
118, 4, 33, 25,180, 4, 10000,500,25,10000,15342
93, 4, 32, 15,144, 4, 10000,500,15,10000,7901
117, 4, 33, 10,164, 4, 10000,500,10,10000,6968
126, 4, 35, 13,178, 4, 10000,500,13,10000,8189
