Ready Processes,Processes in CPU,Blocked processes,Completed processes,Accounted For, Number of CPUs,Exiting at simulation time
109, 2, 0, 35,146, 2, 10000
111, 2, 0, 17,130, 2, 10000
116, 2, 0, 23,141, 2, 10000
117, 2, 0, 44,163, 2, 10000
100, 2, 0, 36,138, 2, 10000
126, 2, 0, 37,165, 2, 10000
114, 2, 0, 36,152, 2, 10000
84, 2, 0, 38,124, 2, 10000
92, 2, 0, 35,129, 2, 10000
109, 2, 0, 34,145, 2, 10000
120, 2, 0, 26,148, 2, 10000
96, 2, 0, 31,129, 2, 10000
102, 2, 0, 28,132, 2, 10000
112, 2, 0, 35,149, 2, 10000
110, 2, 0, 34,146, 2, 10000
100, 2, 0, 34,136, 2, 10000
111, 2, 0, 40,153, 2, 10000
112, 2, 0, 30,144, 2, 10000
125, 2, 0, 43,170, 2, 10000
122, 2, 0, 30,154, 2, 10000
98, 2, 0, 33,133, 2, 10000
105, 2, 0, 35,142, 2, 10000
108, 2, 0, 32,142, 2, 10000
118, 2, 0, 31,151, 2, 10000
109, 2, 0, 33,144, 2, 10000
112, 2, 0, 28,142, 2, 10000
107, 2, 0, 26,135, 2, 10000
111, 2, 0, 35,148, 2, 10000
91, 2, 0, 35,128, 2, 10000
120, 2, 0, 27,149, 2, 10000
109, 2, 0, 25,136, 2, 10000
111, 2, 0, 32,145, 2, 10000
102, 2, 0, 26,130, 2, 10000
126, 2, 0, 30,158, 2, 10000
120, 2, 0, 30,152, 2, 10000
112, 2, 0, 30,144, 2, 10000
101, 2, 0, 28,131, 2, 10000
96, 2, 0, 29,127, 2, 10000
106, 2, 0, 30,138, 2, 10000
121, 2, 0, 38,161, 2, 10000
131, 2, 0, 30,163, 2, 10000
103, 2, 0, 38,143, 2, 10000
137, 2, 0, 22,161, 2, 10000
105, 2, 0, 34,141, 2, 10000
106, 2, 0, 29,137, 2, 10000
108, 2, 0, 32,142, 2, 10000
85, 2, 0, 18,105, 2, 10000
122, 2, 0, 37,161, 2, 10000
111, 2, 0, 28,141, 2, 10000
105, 2, 0, 27,134, 2, 10000
117, 2, 0, 28,147, 2, 10000
102, 2, 0, 27,131, 2, 10000
109, 2, 0, 34,145, 2, 10000
104, 2, 0, 36,142, 2, 10000
94, 2, 0, 20,116, 2, 10000
90, 2, 0, 31,123, 2, 10000
104, 2, 0, 33,139, 2, 10000
97, 2, 0, 31,130, 2, 10000
103, 2, 0, 32,137, 2, 10000
118, 2, 0, 37,157, 2, 10000
107, 2, 0, 30,139, 2, 10000
105, 2, 0, 31,138, 2, 10000
90, 2, 0, 36,128, 2, 10000
101, 2, 0, 32,135, 2, 10000
96, 2, 0, 24,122, 2, 10000
104, 2, 0, 38,144, 2, 10000
91, 2, 0, 26,119, 2, 10000
104, 2, 0, 25,131, 2, 10000
101, 2, 0, 23,126, 2, 10000
104, 2, 0, 25,131, 2, 10000
113, 2, 0, 22,137, 2, 10000
114, 2, 0, 30,146, 2, 10000
93, 2, 0, 22,117, 2, 10000
104, 2, 0, 32,138, 2, 10000
107, 2, 0, 45,154, 2, 10000
111, 2, 0, 27,140, 2, 10000
79, 2, 0, 35,116, 2, 10000
89, 2, 0, 31,122, 2, 10000
102, 2, 0, 31,135, 2, 10000
93, 2, 0, 26,121, 2, 10000
113, 2, 0, 36,151, 2, 10000
101, 2, 0, 31,134, 2, 10000
97, 2, 0, 22,121, 2, 10000
97, 2, 0, 23,122, 2, 10000
96, 2, 0, 25,123, 2, 10000
92, 2, 0, 27,121, 2, 10000
99, 2, 0, 28,129, 2, 10000
96, 2, 0, 29,127, 2, 10000
98, 2, 0, 19,119, 2, 10000
99, 2, 0, 28,129, 2, 10000
98, 2, 0, 24,124, 2, 10000
105, 2, 0, 30,137, 2, 10000
103, 2, 0, 31,136, 2, 10000
90, 2, 0, 19,111, 2, 10000
101, 2, 0, 30,133, 2, 10000
109, 2, 0, 28,139, 2, 10000
82, 2, 0, 24,108, 2, 10000
114, 2, 0, 32,148, 2, 10000
105, 2, 0, 30,137, 2, 10000
93, 2, 0, 23,118, 2, 10000
108, 2, 0, 44,154, 2, 10000
84, 2, 0, 31,117, 2, 10000
92, 2, 0, 19,113, 2, 10000
89, 2, 0, 22,113, 2, 10000
92, 2, 0, 23,117, 2, 10000
94, 2, 0, 20,116, 2, 10000
96, 2, 0, 21,119, 2, 10000
92, 2, 0, 24,118, 2, 10000
130, 2, 0, 31,163, 2, 10000
82, 2, 0, 30,114, 2, 10000
99, 2, 0, 22,123, 2, 10000
87, 2, 0, 30,119, 2, 10000
96, 2, 0, 22,120, 2, 10000
120, 2, 0, 37,159, 2, 10000
101, 2, 0, 21,124, 2, 10000
82, 2, 0, 24,108, 2, 10000
99, 2, 0, 29,130, 2, 10000
102, 2, 0, 28,132, 2, 10000
102, 2, 0, 26,130, 2, 10000
82, 2, 0, 18,102, 2, 10000
73, 2, 0, 20,95, 2, 10000
91, 2, 0, 26,119, 2, 10000
90, 2, 0, 28,120, 2, 10000
92, 2, 0, 27,121, 2, 10000
100, 2, 0, 22,124, 2, 10000
87, 2, 0, 24,113, 2, 10000
80, 2, 0, 34,116, 2, 10000
94, 2, 0, 24,120, 2, 10000
95, 2, 0, 25,122, 2, 10000
102, 2, 0, 31,135, 2, 10000
101, 2, 0, 19,122, 2, 10000
90, 2, 0, 22,114, 2, 10000
91, 2, 0, 22,115, 2, 10000
96, 2, 0, 34,132, 2, 10000
97, 2, 0, 24,123, 2, 10000
109, 2, 0, 30,141, 2, 10000
84, 2, 0, 23,109, 2, 10000
109, 2, 0, 22,133, 2, 10000
99, 2, 0, 29,130, 2, 10000
86, 2, 0, 36,124, 2, 10000
101, 2, 0, 25,128, 2, 10000
110, 2, 0, 29,141, 2, 10000
107, 2, 0, 24,133, 2, 10000
85, 2, 0, 29,116, 2, 10000
83, 2, 0, 23,108, 2, 10000
105, 2, 0, 37,144, 2, 10000
98, 2, 0, 37,137, 2, 10000
89, 2, 0, 21,112, 2, 10000
84, 2, 0, 26,112, 2, 10000
97, 2, 0, 28,127, 2, 10000
106, 2, 0, 23,131, 2, 10000
97, 2, 0, 23,122, 2, 10000
102, 2, 0, 22,126, 2, 10000
92, 2, 0, 22,116, 2, 10000
88, 2, 0, 34,124, 2, 10000
91, 2, 0, 27,120, 2, 10000
92, 2, 0, 21,115, 2, 10000
92, 2, 0, 27,121, 2, 10000
114, 2, 0, 28,144, 2, 10000
97, 2, 0, 18,117, 2, 10000
80, 2, 0, 19,101, 2, 10000
98, 2, 0, 20,120, 2, 10000
89, 2, 0, 26,117, 2, 10000
99, 2, 0, 26,127, 2, 10000
81, 2, 0, 20,103, 2, 10000
73, 2, 0, 24,99, 2, 10000
96, 2, 0, 34,132, 2, 10000
105, 2, 0, 22,129, 2, 10000
83, 2, 0, 28,113, 2, 10000
95, 2, 0, 15,112, 2, 10000
85, 2, 0, 28,115, 2, 10000
96, 2, 0, 31,129, 2, 10000
92, 2, 0, 26,120, 2, 10000
97, 2, 0, 29,128, 2, 10000
95, 2, 0, 22,119, 2, 10000
76, 2, 0, 25,103, 2, 10000
82, 2, 0, 15,99, 2, 10000
100, 2, 0, 30,132, 2, 10000
78, 2, 0, 26,106, 2, 10000
91, 2, 0, 29,122, 2, 10000
83, 2, 0, 21,106, 2, 10000
96, 2, 0, 26,124, 2, 10000
71, 2, 0, 34,107, 2, 10000
86, 2, 0, 23,111, 2, 10000
95, 2, 0, 15,112, 2, 10000
83, 2, 0, 19,104, 2, 10000
94, 2, 0, 14,110, 2, 10000
83, 2, 0, 29,114, 2, 10000
92, 2, 0, 26,120, 2, 10000
82, 2, 0, 29,113, 2, 10000
94, 2, 0, 16,112, 2, 10000
85, 2, 0, 27,114, 2, 10000
92, 2, 0, 25,119, 2, 10000
90, 2, 0, 23,115, 2, 10000
90, 2, 0, 22,114, 2, 10000
85, 2, 0, 20,107, 2, 10000
104, 2, 0, 24,130, 2, 10000
90, 2, 0, 23,115, 2, 10000
89, 2, 0, 31,122, 2, 10000
110, 2, 0, 20,132, 2, 10000
82, 2, 0, 30,114, 2, 10000
89, 2, 0, 31,122, 2, 10000
99, 2, 0, 30,131, 2, 10000
92, 2, 0, 24,118, 2, 10000
100, 2, 0, 23,125, 2, 10000
75, 2, 0, 29,106, 2, 10000
85, 2, 0, 21,108, 2, 10000
84, 2, 0, 28,114, 2, 10000
86, 2, 0, 23,111, 2, 10000
94, 2, 0, 23,119, 2, 10000
103, 2, 0, 24,129, 2, 10000
79, 2, 0, 25,106, 2, 10000
73, 2, 0, 22,97, 2, 10000
72, 2, 0, 29,103, 2, 10000
98, 2, 0, 17,117, 2, 10000
87, 2, 0, 26,115, 2, 10000
97, 2, 0, 33,132, 2, 10000
90, 2, 0, 29,121, 2, 10000
101, 2, 0, 16,119, 2, 10000
106, 2, 0, 28,136, 2, 10000
73, 2, 0, 21,96, 2, 10000
84, 2, 0, 18,104, 2, 10000
75, 2, 0, 25,102, 2, 10000
91, 2, 0, 23,116, 2, 10000
77, 2, 0, 18,97, 2, 10000
94, 2, 0, 22,118, 2, 10000
98, 2, 0, 23,123, 2, 10000
93, 2, 0, 26,121, 2, 10000
86, 2, 0, 27,115, 2, 10000
61, 2, 0, 29,92, 2, 10000
96, 2, 0, 26,124, 2, 10000
81, 2, 0, 23,106, 2, 10000
73, 2, 0, 24,99, 2, 10000
70, 2, 0, 17,89, 2, 10000
79, 2, 0, 30,111, 2, 10000
89, 2, 0, 26,117, 2, 10000
95, 2, 0, 33,130, 2, 10000
84, 2, 0, 13,99, 2, 10000
76, 2, 0, 25,103, 2, 10000
74, 2, 0, 33,109, 2, 10000
92, 2, 0, 26,120, 2, 10000
95, 2, 0, 27,124, 2, 10000
74, 2, 0, 26,102, 2, 10000
79, 2, 0, 26,107, 2, 10000
72, 2, 0, 28,102, 2, 10000
95, 2, 0, 18,115, 2, 10000
96, 2, 0, 24,122, 2, 10000
88, 2, 0, 27,117, 2, 10000
73, 2, 0, 24,99, 2, 10000
75, 2, 0, 24,101, 2, 10000
73, 2, 0, 23,98, 2, 10000
74, 2, 0, 19,95, 2, 10000
85, 2, 0, 14,101, 2, 10000
82, 2, 0, 22,106, 2, 10000
71, 2, 0, 25,98, 2, 10000
92, 2, 0, 22,116, 2, 10000
83, 2, 0, 22,107, 2, 10000
80, 2, 0, 26,108, 2, 10000
79, 2, 0, 16,97, 2, 10000
87, 2, 0, 23,112, 2, 10000
77, 2, 0, 25,104, 2, 10000
73, 2, 0, 18,93, 2, 10000
103, 2, 0, 27,132, 2, 10000
77, 2, 0, 22,101, 2, 10000
84, 2, 0, 22,108, 2, 10000
81, 2, 0, 23,106, 2, 10000
82, 2, 0, 21,105, 2, 10000
76, 2, 0, 34,112, 2, 10000
67, 2, 0, 19,88, 2, 10000
87, 2, 0, 26,115, 2, 10000
88, 2, 0, 26,116, 2, 10000
81, 2, 0, 27,110, 2, 10000
77, 2, 0, 21,100, 2, 10000
70, 2, 0, 19,91, 2, 10000
71, 2, 0, 24,97, 2, 10000
95, 2, 0, 20,117, 2, 10000
76, 2, 0, 19,97, 2, 10000
92, 2, 0, 25,119, 2, 10000
68, 2, 0, 19,89, 2, 10000
68, 2, 0, 24,94, 2, 10000
107, 2, 0, 29,138, 2, 10000
71, 2, 0, 23,96, 2, 10000
78, 2, 0, 27,107, 2, 10000
75, 2, 0, 27,104, 2, 10000
82, 2, 0, 19,103, 2, 10000
81, 2, 0, 18,101, 2, 10000
71, 2, 0, 27,100, 2, 10000
88, 2, 0, 17,107, 2, 10000
69, 2, 0, 32,103, 2, 10000
63, 2, 0, 20,85, 2, 10000
88, 2, 0, 20,110, 2, 10000
76, 2, 0, 18,96, 2, 10000
86, 2, 0, 20,108, 2, 10000
91, 2, 0, 30,123, 2, 10000
81, 2, 0, 15,98, 2, 10000
76, 2, 0, 25,103, 2, 10000
85, 2, 0, 29,116, 2, 10000
84, 2, 0, 24,110, 2, 10000
78, 2, 0, 28,108, 2, 10000
71, 2, 0, 24,97, 2, 10000
62, 2, 0, 24,88, 2, 10000
84, 2, 0, 26,112, 2, 10000
84, 2, 0, 23,109, 2, 10000
72, 2, 0, 26,100, 2, 10000
71, 2, 0, 16,89, 2, 10000
77, 2, 0, 26,105, 2, 10000
81, 2, 0, 19,102, 2, 10000
84, 2, 0, 17,103, 2, 10000
73, 2, 0, 18,93, 2, 10000
69, 2, 0, 18,89, 2, 10000
78, 2, 0, 21,101, 2, 10000
61, 2, 0, 17,80, 2, 10000
73, 2, 0, 30,105, 2, 10000
85, 2, 0, 24,111, 2, 10000
79, 2, 0, 22,103, 2, 10000
61, 2, 0, 29,92, 2, 10000
67, 2, 0, 22,91, 2, 10000
77, 2, 0, 21,100, 2, 10000
76, 2, 0, 28,106, 2, 10000
64, 2, 0, 24,90, 2, 10000
79, 2, 0, 28,109, 2, 10000
69, 2, 0, 14,85, 2, 10000
63, 2, 0, 22,87, 2, 10000
80, 2, 0, 25,107, 2, 10000
89, 2, 0, 15,106, 2, 10000
71, 2, 0, 24,97, 2, 10000
81, 2, 0, 29,112, 2, 10000
72, 2, 0, 22,96, 2, 10000
59, 2, 0, 21,82, 2, 10000
82, 2, 0, 21,105, 2, 10000
94, 2, 0, 25,121, 2, 10000
74, 2, 0, 26,102, 2, 10000
86, 2, 0, 17,105, 2, 10000
74, 2, 0, 20,96, 2, 10000
54, 2, 0, 20,76, 2, 10000
71, 2, 0, 24,97, 2, 10000
69, 2, 0, 26,97, 2, 10000
84, 2, 0, 19,105, 2, 10000
77, 2, 0, 19,98, 2, 10000
71, 2, 0, 26,99, 2, 10000
73, 2, 0, 22,97, 2, 10000
76, 2, 0, 18,96, 2, 10000
69, 2, 0, 19,90, 2, 10000
71, 2, 0, 17,90, 2, 10000
82, 2, 0, 24,108, 2, 10000
79, 2, 0, 23,104, 2, 10000
78, 2, 0, 14,94, 2, 10000
68, 2, 0, 18,88, 2, 10000
77, 2, 0, 26,105, 2, 10000
72, 2, 0, 17,91, 2, 10000
61, 2, 0, 19,82, 2, 10000
74, 2, 0, 20,96, 2, 10000
63, 2, 0, 22,87, 2, 10000
66, 2, 0, 16,84, 2, 10000
80, 2, 0, 18,100, 2, 10000
77, 2, 0, 23,102, 2, 10000
75, 2, 0, 19,96, 2, 10000
93, 2, 0, 16,111, 2, 10000
69, 2, 0, 15,86, 2, 10000
59, 2, 0, 19,80, 2, 10000
65, 2, 0, 15,82, 2, 10000
76, 2, 0, 16,94, 2, 10000
76, 2, 0, 21,99, 2, 10000
65, 2, 0, 21,88, 2, 10000
58, 2, 0, 23,83, 2, 10000
83, 2, 0, 18,103, 2, 10000
90, 2, 0, 17,109, 2, 10000
67, 2, 0, 22,91, 2, 10000
74, 2, 0, 17,93, 2, 10000
73, 2, 0, 26,101, 2, 10000
69, 2, 0, 18,89, 2, 10000
81, 2, 0, 30,113, 2, 10000
76, 2, 0, 24,102, 2, 10000
60, 2, 0, 18,80, 2, 10000
76, 2, 0, 20,98, 2, 10000
73, 2, 0, 20,95, 2, 10000
71, 2, 0, 23,96, 2, 10000
78, 2, 0, 23,103, 2, 10000
71, 2, 0, 21,94, 2, 10000
75, 2, 0, 34,111, 2, 10000
76, 2, 0, 15,93, 2, 10000
79, 2, 0, 22,103, 2, 10000
76, 2, 0, 27,105, 2, 10000
70, 2, 0, 19,91, 2, 10000
78, 2, 0, 17,97, 2, 10000
62, 2, 0, 20,84, 2, 10000
66, 2, 0, 31,99, 2, 10000
55, 2, 0, 23,80, 2, 10000
75, 2, 0, 21,98, 2, 10000
68, 2, 0, 16,86, 2, 10000
76, 2, 0, 18,96, 2, 10000
61, 2, 0, 17,80, 2, 10000
74, 2, 0, 22,98, 2, 10000
60, 2, 0, 15,77, 2, 10000
64, 2, 0, 24,90, 2, 10000
58, 2, 0, 20,80, 2, 10000
81, 2, 0, 9,92, 2, 10000
59, 2, 0, 27,88, 2, 10000
68, 2, 0, 19,89, 2, 10000
69, 2, 0, 28,99, 2, 10000
83, 2, 0, 20,105, 2, 10000
78, 2, 0, 23,103, 2, 10000
77, 2, 0, 25,104, 2, 10000
77, 2, 0, 21,100, 2, 10000
78, 2, 0, 21,101, 2, 10000
52, 2, 0, 22,76, 2, 10000
75, 2, 0, 14,91, 2, 10000
59, 2, 0, 26,87, 2, 10000
69, 2, 0, 16,87, 2, 10000
62, 2, 0, 13,77, 2, 10000
72, 2, 0, 18,92, 2, 10000
76, 2, 0, 20,98, 2, 10000
69, 2, 0, 24,95, 2, 10000
77, 2, 0, 18,97, 2, 10000
63, 2, 0, 18,83, 2, 10000
69, 2, 0, 22,93, 2, 10000
83, 2, 0, 16,101, 2, 10000
75, 2, 0, 12,89, 2, 10000
59, 2, 0, 28,89, 2, 10000
58, 2, 0, 15,75, 2, 10000
63, 2, 0, 19,84, 2, 10000
75, 2, 0, 19,96, 2, 10000
70, 2, 0, 18,90, 2, 10000
61, 2, 0, 16,79, 2, 10000
79, 2, 0, 14,95, 2, 10000
68, 2, 0, 20,90, 2, 10000
67, 2, 0, 21,90, 2, 10000
71, 2, 0, 17,90, 2, 10000
81, 2, 0, 20,103, 2, 10000
65, 2, 0, 15,82, 2, 10000
61, 2, 0, 18,81, 2, 10000
73, 2, 0, 26,101, 2, 10000
72, 2, 0, 18,92, 2, 10000
72, 2, 0, 18,92, 2, 10000
54, 2, 0, 19,75, 2, 10000
66, 2, 0, 21,89, 2, 10000
73, 2, 0, 19,94, 2, 10000
67, 2, 0, 9,78, 2, 10000
79, 2, 0, 16,97, 2, 10000
62, 2, 0, 20,84, 2, 10000
81, 2, 0, 16,99, 2, 10000
57, 2, 0, 26,85, 2, 10000
75, 2, 0, 25,102, 2, 10000
77, 2, 0, 14,93, 2, 10000
75, 2, 0, 20,97, 2, 10000
84, 2, 0, 16,102, 2, 10000
72, 2, 0, 16,90, 2, 10000
80, 2, 0, 17,99, 2, 10000
59, 2, 0, 24,85, 2, 10000
76, 2, 0, 23,101, 2, 10000
62, 2, 0, 23,87, 2, 10000
63, 2, 0, 13,78, 2, 10000
52, 2, 0, 16,70, 2, 10000
79, 2, 0, 23,104, 2, 10000
67, 2, 0, 15,84, 2, 10000
62, 2, 0, 14,78, 2, 10000
59, 2, 0, 18,79, 2, 10000
63, 2, 0, 18,83, 2, 10000
68, 2, 0, 25,95, 2, 10000
79, 2, 0, 21,102, 2, 10000
67, 2, 0, 15,84, 2, 10000
66, 2, 0, 18,86, 2, 10000
78, 2, 0, 12,92, 2, 10000
83, 2, 0, 17,102, 2, 10000
62, 2, 0, 31,95, 2, 10000
77, 2, 0, 18,97, 2, 10000
64, 2, 0, 23,89, 2, 10000
63, 2, 0, 14,79, 2, 10000
63, 2, 0, 28,93, 2, 10000
57, 2, 0, 18,77, 2, 10000
54, 2, 0, 16,72, 2, 10000
63, 2, 0, 23,88, 2, 10000
62, 2, 0, 19,83, 2, 10000
61, 2, 0, 20,83, 2, 10000
51, 2, 0, 21,74, 2, 10000
62, 2, 0, 21,85, 2, 10000
63, 2, 0, 21,86, 2, 10000
63, 2, 0, 15,80, 2, 10000
65, 2, 0, 19,86, 2, 10000
57, 2, 0, 27,86, 2, 10000
82, 2, 0, 15,99, 2, 10000
68, 2, 0, 16,86, 2, 10000
78, 2, 0, 26,106, 2, 10000
71, 2, 0, 19,92, 2, 10000
55, 2, 0, 24,81, 2, 10000
69, 2, 0, 10,81, 2, 10000
59, 2, 0, 22,83, 2, 10000
67, 2, 0, 17,86, 2, 10000
76, 2, 0, 15,93, 2, 10000
67, 2, 0, 20,89, 2, 10000
66, 2, 0, 19,87, 2, 10000
58, 2, 0, 21,81, 2, 10000
51, 2, 0, 12,65, 2, 10000
62, 2, 0, 13,77, 2, 10000
60, 2, 0, 20,82, 2, 10000
59, 2, 0, 13,74, 2, 10000
64, 2, 0, 21,87, 2, 10000
60, 2, 0, 16,78, 2, 10000
61, 2, 0, 19,82, 2, 10000
58, 2, 0, 18,78, 2, 10000
67, 2, 0, 15,84, 2, 10000
64, 2, 0, 14,80, 2, 10000
59, 2, 0, 13,74, 2, 10000
64, 2, 0, 24,90, 2, 10000
65, 2, 0, 13,80, 2, 10000
48, 2, 0, 16,66, 2, 10000
54, 2, 0, 12,68, 2, 10000
66, 2, 0, 16,84, 2, 10000
78, 2, 0, 19,99, 2, 10000
52, 2, 0, 11,65, 2, 10000
63, 2, 0, 14,79, 2, 10000
56, 2, 0, 20,78, 2, 10000
71, 2, 0, 25,98, 2, 10000
68, 2, 0, 11,81, 2, 10000
81, 2, 0, 20,103, 2, 10000
58, 2, 0, 26,86, 2, 10000
79, 2, 0, 17,98, 2, 10000
68, 2, 0, 21,91, 2, 10000
60, 2, 0, 18,80, 2, 10000
64, 2, 0, 21,87, 2, 10000
45, 2, 0, 21,68, 2, 10000
64, 2, 0, 21,87, 2, 10000
48, 2, 0, 21,71, 2, 10000
67, 2, 0, 20,89, 2, 10000
55, 2, 0, 15,72, 2, 10000
48, 2, 0, 6,56, 2, 10000
62, 2, 0, 23,87, 2, 10000
55, 2, 0, 12,69, 2, 10000
62, 2, 0, 20,84, 2, 10000
55, 2, 0, 21,78, 2, 10000
68, 2, 0, 21,91, 2, 10000
57, 2, 0, 15,74, 2, 10000
69, 2, 0, 14,85, 2, 10000
48, 2, 0, 18,68, 2, 10000
77, 2, 0, 26,105, 2, 10000
73, 2, 0, 19,94, 2, 10000
56, 2, 0, 19,77, 2, 10000
65, 2, 0, 17,84, 2, 10000
68, 2, 0, 17,87, 2, 10000
73, 2, 0, 16,91, 2, 10000
73, 2, 0, 22,97, 2, 10000
81, 2, 0, 16,99, 2, 10000
62, 2, 0, 21,85, 2, 10000
64, 2, 0, 12,78, 2, 10000
68, 2, 0, 17,87, 2, 10000
75, 2, 0, 15,92, 2, 10000
56, 2, 0, 19,77, 2, 10000
65, 2, 0, 18,85, 2, 10000
80, 2, 0, 17,99, 2, 10000
76, 2, 0, 19,97, 2, 10000
58, 2, 0, 12,72, 2, 10000
59, 2, 0, 15,76, 2, 10000
63, 2, 0, 25,90, 2, 10000
66, 2, 0, 15,83, 2, 10000
61, 2, 0, 17,80, 2, 10000
67, 2, 0, 16,85, 2, 10000
63, 2, 0, 23,88, 2, 10000
48, 2, 0, 18,68, 2, 10000
74, 2, 0, 18,94, 2, 10000
47, 2, 0, 15,64, 2, 10000
74, 2, 0, 19,95, 2, 10000
64, 2, 0, 17,83, 2, 10000
67, 2, 0, 22,91, 2, 10000
62, 2, 0, 20,84, 2, 10000
56, 2, 0, 15,73, 2, 10000
72, 2, 0, 21,95, 2, 10000
50, 2, 0, 17,69, 2, 10000
51, 2, 0, 15,68, 2, 10000
68, 2, 0, 15,85, 2, 10000
60, 2, 0, 13,75, 2, 10000
56, 2, 0, 11,69, 2, 10000
56, 2, 0, 18,76, 2, 10000
70, 2, 0, 15,87, 2, 10000
71, 2, 0, 18,91, 2, 10000
64, 2, 0, 12,78, 2, 10000
62, 2, 0, 13,77, 2, 10000
56, 2, 0, 14,72, 2, 10000
67, 2, 0, 18,87, 2, 10000
52, 2, 0, 12,66, 2, 10000
65, 2, 0, 8,75, 2, 10000
60, 2, 0, 17,79, 2, 10000
65, 2, 0, 17,84, 2, 10000
61, 2, 0, 21,84, 2, 10000
53, 2, 0, 17,72, 2, 10000
59, 2, 0, 18,79, 2, 10000
55, 2, 0, 17,74, 2, 10000
58, 2, 0, 16,76, 2, 10000
52, 2, 0, 10,64, 2, 10000
65, 2, 0, 10,77, 2, 10000
51, 2, 0, 19,72, 2, 10000
56, 2, 0, 14,72, 2, 10000
47, 2, 0, 17,66, 2, 10000
64, 2, 0, 22,88, 2, 10000
55, 2, 0, 16,73, 2, 10000
49, 2, 0, 20,71, 2, 10000
38, 2, 0, 17,57, 2, 10000
61, 2, 0, 22,85, 2, 10000
65, 2, 0, 14,81, 2, 10000
47, 2, 0, 13,62, 2, 10000
56, 2, 0, 18,76, 2, 10000
58, 2, 0, 16,76, 2, 10000
58, 2, 0, 12,72, 2, 10000
47, 2, 0, 15,64, 2, 10000
39, 2, 0, 17,58, 2, 10000
65, 2, 0, 17,84, 2, 10000
55, 2, 0, 17,74, 2, 10000
66, 2, 0, 16,84, 2, 10000
77, 2, 0, 19,98, 2, 10000
42, 2, 0, 11,55, 2, 10000
57, 2, 0, 13,72, 2, 10000
53, 2, 0, 17,72, 2, 10000
63, 2, 0, 20,85, 2, 10000
43, 2, 0, 22,67, 2, 10000
48, 2, 0, 22,72, 2, 10000
59, 2, 0, 18,79, 2, 10000
61, 2, 0, 12,75, 2, 10000
50, 2, 0, 19,71, 2, 10000
51, 2, 0, 18,71, 2, 10000
65, 2, 0, 16,83, 2, 10000
67, 2, 0, 12,81, 2, 10000
62, 2, 0, 22,86, 2, 10000
64, 2, 0, 13,79, 2, 10000
60, 2, 0, 9,71, 2, 10000
54, 2, 0, 15,71, 2, 10000
61, 2, 0, 18,81, 2, 10000
63, 2, 0, 11,76, 2, 10000
63, 2, 0, 13,78, 2, 10000
55, 2, 0, 10,67, 2, 10000
48, 2, 0, 18,68, 2, 10000
55, 2, 0, 21,78, 2, 10000
50, 2, 0, 16,68, 2, 10000
67, 2, 0, 12,81, 2, 10000
66, 2, 0, 17,85, 2, 10000
60, 2, 0, 14,76, 2, 10000
68, 2, 0, 20,90, 2, 10000
64, 2, 0, 15,81, 2, 10000
41, 2, 0, 18,61, 2, 10000
64, 2, 0, 18,84, 2, 10000
48, 2, 0, 20,70, 2, 10000
61, 2, 0, 17,80, 2, 10000
51, 2, 0, 18,71, 2, 10000
71, 2, 0, 15,88, 2, 10000
57, 2, 0, 18,77, 2, 10000
55, 2, 0, 12,69, 2, 10000
59, 2, 0, 8,69, 2, 10000
59, 2, 0, 16,77, 2, 10000
50, 2, 0, 18,70, 2, 10000
64, 2, 0, 13,79, 2, 10000
56, 2, 0, 14,72, 2, 10000
44, 2, 0, 15,61, 2, 10000
58, 2, 0, 14,74, 2, 10000
56, 2, 0, 22,80, 2, 10000
64, 2, 0, 13,79, 2, 10000
62, 2, 0, 18,82, 2, 10000
46, 2, 0, 19,67, 2, 10000
42, 2, 0, 15,59, 2, 10000
58, 2, 0, 16,76, 2, 10000
57, 2, 0, 12,71, 2, 10000
75, 2, 0, 17,94, 2, 10000
46, 2, 0, 22,70, 2, 10000
49, 2, 0, 14,65, 2, 10000
53, 2, 0, 21,76, 2, 10000
61, 2, 0, 18,81, 2, 10000
53, 2, 0, 16,71, 2, 10000
61, 2, 0, 19,82, 2, 10000
63, 2, 0, 21,86, 2, 10000
49, 2, 0, 15,66, 2, 10000
50, 2, 0, 19,71, 2, 10000
73, 2, 0, 27,102, 2, 10000
54, 2, 0, 26,82, 2, 10000
69, 2, 0, 20,91, 2, 10000
51, 2, 0, 11,64, 2, 10000
57, 2, 0, 16,75, 2, 10000
61, 2, 0, 25,88, 2, 10000
69, 2, 0, 11,82, 2, 10000
57, 2, 0, 17,76, 2, 10000
59, 2, 0, 11,72, 2, 10000
55, 2, 0, 18,75, 2, 10000
59, 2, 0, 11,72, 2, 10000
61, 2, 0, 12,75, 2, 10000
59, 2, 0, 18,79, 2, 10000
59, 2, 0, 17,78, 2, 10000
58, 2, 0, 17,77, 2, 10000
53, 2, 0, 20,75, 2, 10000
62, 2, 0, 22,86, 2, 10000
62, 2, 0, 14,78, 2, 10000
53, 2, 0, 14,69, 2, 10000
48, 2, 0, 11,61, 2, 10000
54, 2, 0, 16,72, 2, 10000
47, 2, 0, 14,63, 2, 10000
54, 2, 0, 12,68, 2, 10000
47, 2, 0, 18,67, 2, 10000
53, 2, 0, 16,71, 2, 10000
55, 2, 0, 17,74, 2, 10000
49, 2, 0, 18,69, 2, 10000
49, 2, 0, 13,64, 2, 10000
61, 2, 0, 14,77, 2, 10000
