Ready Processes,Processes in CPU,Blocked processes,Completed processes,Accounted For, Number of CPUs,Exiting at simulation time,TurnaroundTime
8829, 4, 14, 1153,10000, 4, 10000,500,1153,10000,2722290
8850, 4, 13, 1133,10000, 4, 10000,500,1133,10000,2772952
8824, 4, 15, 1157,10000, 4, 10000,500,1157,10000,2739764
8809, 4, 13, 1174,10000, 4, 10000,500,1174,10000,2834658
8936, 4, 16, 1044,10000, 4, 10000,500,1044,10000,2485044
8844, 4, 15, 1137,10000, 4, 10000,500,1137,10000,2621399
8851, 4, 14, 1131,10000, 4, 10000,500,1131,10000,2661640
8899, 4, 16, 1081,10000, 4, 10000,500,1081,10000,2527926
8817, 4, 15, 1164,10000, 4, 10000,500,1164,10000,2804087
8848, 4, 14, 1134,10000, 4, 10000,500,1134,10000,2692461
331, 4, 14, 92,441, 4, 10000,500,92,10000,11842
354, 4, 14, 91,463, 4, 10000,500,91,10000,12627
337, 4, 14, 119,474, 4, 10000,500,119,10000,16486
359, 4, 13, 103,479, 4, 10000,500,103,10000,13570
340, 4, 16, 96,456, 4, 10000,500,96,10000,12250
359, 4, 14, 100,477, 4, 10000,500,100,10000,14424
374, 4, 14, 117,509, 4, 10000,500,117,10000,17641
361, 4, 14, 104,483, 4, 10000,500,104,10000,15471
344, 4, 13, 114,475, 4, 10000,500,114,10000,14921
348, 4, 14, 106,472, 4, 10000,500,106,10000,15193
179, 4, 15, 53,251, 4, 10000,500,53,10000,4451
170, 4, 14, 56,244, 4, 10000,500,56,10000,4146
193, 4, 14, 43,254, 4, 10000,500,43,10000,4679
169, 4, 15, 51,239, 4, 10000,500,51,10000,3493
188, 4, 14, 62,268, 4, 10000,500,62,10000,5847
193, 4, 13, 67,277, 4, 10000,500,67,10000,4438
189, 4, 14, 48,255, 4, 10000,500,48,10000,4435
179, 4, 14, 45,242, 4, 10000,500,45,10000,3331
170, 4, 13, 69,256, 4, 10000,500,69,10000,6060
197, 4, 14, 51,266, 4, 10000,500,51,10000,5176
110, 4, 14, 33,161, 4, 10000,500,33,10000,1768
114, 4, 14, 35,167, 4, 10000,500,35,10000,2015
113, 4, 15, 43,175, 4, 10000,500,43,10000,2029
71, 4, 15, 38,128, 4, 10000,500,38,10000,1369
117, 4, 14, 39,174, 4, 10000,500,39,10000,2170
99, 4, 13, 40,156, 4, 10000,500,40,10000,1747
121, 4, 14, 36,175, 4, 10000,500,36,10000,1865
105, 4, 13, 46,168, 4, 10000,500,46,10000,2351
