Ready Processes,Processes in CPU,Blocked processes,Completed processes,Accounted For, Number of CPUs,Exiting at simulation time,TurnaroundTime
19371, 4, 24, 601,20000, 4, 10000,500,601,10000,2103596
19352, 4, 26, 618,20000, 4, 10000,500,618,10000,2121603
19356, 4, 21, 619,20000, 4, 10000,500,619,10000,2186801
19345, 4, 28, 623,20000, 4, 10000,500,623,10000,2171251
19295, 4, 23, 678,20000, 4, 10000,500,678,10000,2422147
19371, 4, 27, 598,20000, 4, 10000,500,598,10000,2111499
19392, 4, 23, 581,20000, 4, 10000,500,581,10000,2043700
19339, 4, 24, 633,20000, 4, 10000,500,633,10000,2230996
19367, 4, 23, 606,20000, 4, 10000,500,606,10000,2153220
19354, 4, 22, 620,20000, 4, 10000,500,620,10000,2191149
774, 4, 22, 121,921, 4, 10000,500,121,10000,78972
813, 4, 27, 121,965, 4, 10000,500,121,10000,75309
777, 4, 24, 122,927, 4, 10000,500,122,10000,83539
793, 4, 27, 120,944, 4, 10000,500,120,10000,88895
812, 4, 25, 126,967, 4, 10000,500,126,10000,83043
718, 4, 25, 136,883, 4, 10000,500,136,10000,78528
751, 4, 24, 148,927, 4, 10000,500,148,10000,117466
817, 4, 27, 115,963, 4, 10000,500,115,10000,82371
833, 4, 24, 131,992, 4, 10000,500,131,10000,83641
809, 4, 23, 139,975, 4, 10000,500,139,10000,102200
385, 4, 23, 77,489, 4, 10000,500,77,10000,35599
371, 4, 25, 65,465, 4, 10000,500,65,10000,34079
364, 4, 24, 56,448, 4, 10000,500,56,10000,28361
379, 4, 25, 77,485, 4, 10000,500,77,10000,38570
376, 4, 27, 79,486, 4, 10000,500,79,10000,36487
391, 4, 26, 70,491, 4, 10000,500,70,10000,32302
389, 4, 25, 81,499, 4, 10000,500,81,10000,36391
377, 4, 24, 63,468, 4, 10000,500,63,10000,21554
352, 4, 25, 83,464, 4, 10000,500,83,10000,35815
400, 4, 20, 73,497, 4, 10000,500,73,10000,33254
249, 4, 28, 45,326, 4, 10000,500,45,10000,13671
245, 4, 24, 42,315, 4, 10000,500,42,10000,15152
252, 4, 27, 42,325, 4, 10000,500,42,10000,14998
248, 4, 24, 51,327, 4, 10000,500,51,10000,18513
269, 4, 22, 53,348, 4, 10000,500,53,10000,24140
223, 4, 25, 34,286, 4, 10000,500,34,10000,5798
245, 4, 25, 45,319, 4, 10000,500,45,10000,13010
292, 4, 18, 44,358, 4, 10000,500,44,10000,15606
