8932, 4, 0, 1064,10000, 4, 10000,2491691,500,1064,10000,2491691
8854, 4, 0, 1142,10000, 4, 10000,2666086,500,1142,10000,2666086
8799, 4, 0, 1197,10000, 4, 10000,2800713,500,1197,10000,2800713
8856, 4, 0, 1140,10000, 4, 10000,2695580,500,1140,10000,2695580
8831, 4, 0, 1166,10001, 4, 10000,2721732,500,1166,10000,2721732
8849, 4, 0, 1147,10000, 4, 10000,2691110,500,1147,10000,2691110
8889, 4, 0, 1107,10000, 4, 10000,2507032,500,1107,10000,2507032
8810, 4, 0, 1186,10000, 4, 10000,2749681,500,1186,10000,2749681
8829, 4, 0, 1167,10000, 4, 10000,2733749,500,1167,10000,2733749
8858, 4, 0, 1138,10000, 4, 10000,2780251,500,1138,10000,2780251
4179, 4, 0, 792,4975, 4, 10000,1013038,500,792,10000,1013038
4253, 4, 0, 730,4987, 4, 10000,1045147,500,730,10000,1045147
4264, 4, 0, 793,5061, 4, 10000,1139897,500,793,10000,1139897
4194, 4, 0, 783,4981, 4, 10000,1098492,500,783,10000,1098492
4124, 4, 0, 798,4926, 4, 10000,1042514,500,798,10000,1042514
4163, 4, 0, 772,4939, 4, 10000,1114096,500,772,10000,1114096
4119, 4, 0, 845,4968, 4, 10000,1150513,500,845,10000,1150513
4273, 4, 0, 734,5011, 4, 10000,1015169,500,734,10000,1015169
4092, 4, 0, 836,4932, 4, 10000,1167478,500,836,10000,1167478
4312, 4, 0, 766,5082, 4, 10000,1094119,500,766,10000,1094119
2770, 4, 0, 538,3312, 4, 10000,523158,500,538,10000,523158
2671, 4, 0, 619,3294, 4, 10000,583833,500,619,10000,583833
2807, 4, 0, 634,3445, 4, 10000,627354,500,634,10000,627354
2707, 4, 0, 595,3306, 4, 10000,568578,500,595,10000,568578
2744, 4, 0, 562,3310, 4, 10000,540213,500,562,10000,540213
2802, 4, 0, 579,3385, 4, 10000,597566,500,579,10000,597566
2774, 4, 0, 556,3334, 4, 10000,540261,500,556,10000,540261
2676, 4, 0, 599,3279, 4, 10000,565165,500,599,10000,565165
2735, 4, 0, 606,3345, 4, 10000,594592,500,606,10000,594592
2761, 4, 0, 582,3347, 4, 10000,564716,500,582,10000,564716
2044, 4, 0, 483,2531, 4, 10000,375157,500,483,10000,375157
